"Indicator_Type","Unique_Item","File_Hash","Malware_Family","Meaningful_Name","Last_Observation_Date"
"Windows API","MFC42u.DLL!Ord(795)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(800)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(815)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(823)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MFC42u.DLL!Ord(825)","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!?terminate@@YAXXZ","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!__CxxFrameHandler","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!__dllonexit","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!__p__commode","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!__p__fmode","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!__set_app_type","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!__setusermatherr","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!__wgetmainargs","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!_adjust_fdiv","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!_controlfp","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!_controlfp","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","MSVCRT.dll!_except_handler3","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!_exit","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!_initterm","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!_onexit","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!_wcmdln","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!_XcptFilter","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!exit","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!printf","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","MSVCRT.dll!wcscat","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","PSAPI.DLL!EnumProcessModules","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","SHELL32.dll!ShellExecuteW","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","SHELL32.dll!ShellExecuteW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","SHELL32.dll!ShellExecuteW","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","USER32.dll!AppendMenuW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!DrawIcon","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!EnableWindow","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!GetClientRect","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!GetMessageW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!GetProcessWindowStation","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","USER32.dll!GetSystemMenu","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!GetSystemMetrics","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","USER32.dll!GetSystemMetrics","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","USER32.dll!GetSystemMetrics","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!GetUserObjectInformationW","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","USER32.dll!IsIconic","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!LoadBitmapW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!LoadIconW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!PostThreadMessageW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!SendMessageW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!SetTimer","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","USER32.dll!wsprintfW","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","VCRUNTIME140.dll!_except_handler4_common","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","VCRUNTIME140.dll!_setjmp3","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","VCRUNTIME140.dll!memcmp","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","VCRUNTIME140.dll!memcpy","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","VCRUNTIME140.dll!memset","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Windows API","WS2_32.dll!closesocket","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","WS2_32.dll!connect","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","WS2_32.dll!gethostbyname","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","WS2_32.dll!gethostname","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
"Windows API","WS2_32.dll!gethostname","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","WS2_32.dll!htons","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","WS2_32.dll!inet_ntoa","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","WS2_32.dll!recv","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","WS2_32.dll!recv","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Windows API","WS2_32.dll!send","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","WS2_32.dll!socket","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","WS2_32.dll!WSAStartup","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Windows API","WTSAPI32.dll!WTSSendMessageW","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Yara Rule","INDICATOR_EXE_Packed_VMProtect","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd","Trojan:Win32/Brosin.A!dha","01e5ebc2c096d465800660a0ad6d62208a5b2b675e3700f3734fac225b1d38bd.exe","2023-09-21"
"Yara Rule","win_korlia_auto","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Yara Rule","win_korlia_auto","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd","Trojan:Win32/Znyonm","11cd4b64dcac3195c01ffc937ae1eb77aa2f98d560a75347036d54a1cf69a5fd.exe","2023-09-21"
"Yara Rule","win_korlia_auto","0ea0b19c562d20c6ac89a1f2db06eedcb147cde2281e79bb0497cef62094b514","Trojan:Win32/Znyonm","MySnake.EXE","2023-09-21"
"Yara Rule","win_korlia_auto","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc","Trojan:Win32/Znyonm","89f250599e09f8631040e73cd9ea5e515d87e3d1d989f484686893becec1a9bc.exe","2023-09-21"
"Yara Rule","win_korlia_auto","a88ca28b0948e810d4eb519db7b72a40cfe7907ce4c6a881a192880278f3c8b5","Trojan:Win32/Znyonm","msfltr32.exe","2023-09-21"
