"Timestamp","Repo","Score","Method","Risk","URL"
"2026-01-28 18:08:46","php/php-src","4.5","API","High","https://github.com/php/php-src"
"2026-01-28 18:09:15","kohsuke/winsw","5.7","Local-CLI","Medium","https://github.com/kohsuke/winsw"
"2026-01-28 18:09:15","jaredhaight/SharpAttack",,"Local-CLI","High","https://github.com/jaredhaight/SharpAttack"
"2026-01-28 18:11:48","debricked/cli","4.7","Local-CLI","High","https://github.com/debricked/cli"
"2026-01-28 18:11:53","jas502n/CVE-2019-1388","2.4","Local-CLI","High","https://github.com/jas502n/CVE-2019-1388"
"2026-01-28 18:12:18","S3cur3Th1sSh1t/SharpByeBear","2.8","Local-CLI","High","https://github.com/S3cur3Th1sSh1t/SharpByeBear"
"2026-01-28 18:12:49","padovah4ck/CVE-2019-1253","2.4","Local-CLI","High","https://github.com/padovah4ck/CVE-2019-1253"
"2026-01-28 18:12:52","rogue-kdc/CVE-2019-0841","2.4","Local-CLI","High","https://github.com/rogue-kdc/CVE-2019-0841"
"2026-01-28 18:12:52","go-sql-driver/mysql","5.8","API","Medium","https://github.com/go-sql-driver/mysql"
"2026-01-30 09:21:35","elementary/icons)",,,"High","https://github.com/elementary/icons)"
"2026-02-01 18:23:36","donho/notepad-plus-plus","3.6",,"High","https://github.com/donho/notepad-plus-plus/"
"2026-02-01 18:47:20","rust-lang/rust","6.1",,"Medium","https://github.com/rust-lang/rust/issues/66544)."
"2026-02-01 18:47:39","rust-clippy/master","NotSupported",,"Unknown","https://rust-lang.github.io/rust-clippy/master/#large_stack_arrays)"
"2026-02-02 14:47:52","golang/protobuf","5",,"Medium","https://github.com/golang/protobuf/issues/1609):"
"2026-02-02 14:49:32","notepad-plus-plus/userDefinedLanguages","5.5",,"Medium","https://github.com/notepad-plus-plus/userDefinedLanguages"
"2026-02-03 09:09:48","opencontainers/runc%3E",,,"High","https://github.com/opencontainers/runc>"
